cell_line_id,cell_line_name,organ,site_type,disease,age,sex,category,species
CVCL_2609,"MM426,MM 426",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UM73,MM446,Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4449,"MM466,MM 466",Lymph node,Metastatic,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C844,"MM470,MM 470",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C845,"MM472,MM 472",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4450,"MM473,MM 473",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C846,"MM488,MM 488",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4451,"MM537,MM 537",Lymph node,Metastatic,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C847,"MM540,MM 540",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C848,"MM548,MM 548",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_2611,"MM576,MM 576",Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4452,"MM595,MM 595",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C849,"MM598,MM 598",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_2612,"MM603,MM 603",Not specified,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_DG38,"MM604,MM 604",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4453,"MM608,MM 608",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_UM74,MM612,Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C850,"MM622,MM 622",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C851,"MM628,MM 628",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W873,MM629,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_DH58,MM636,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C852,"MM647,MM 647",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_A777,"MM648,MM 648",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_A776,"MM649,MM 649",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D848,"MM96,MM-96,MM 96",Lymph node,Metastatic,Melanoma,66Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_GR30,"MM96 1 TgR,MM961TgR",Lymph node,Metastatic,Melanoma,66Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_D852,"MM96E,96E,MM96 Early passage",Lymph node,Metastatic,Melanoma,66Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_D853,"MM96L,96L,MM96 Late passage",Lymph node,Metastatic,Melanoma,66Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_5951,"MMAc,MMAC",Ascites,Metastatic,Melanoma,39Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_1420,"MMAc-SF,MMAC-SF,MMAc.SF,MMACSF,MMAc-Serum Free",Ascites,Metastatic,Melanoma,39Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_S559,MMG2,Lymph node,Metastatic,Melanoma,80Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_H729,"MMG3,MMG-3",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W450,MMJ-2,Ascites,Metastatic,Melanoma,74Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_6004,"MML-1 [Human melanoma],MML1",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VQ10,"MNG-Mel,MNG",Skin,In situ,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_5624,"MNT-1,MNT1,MNT",Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_5625,"MNT-3,MNT3",Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_7081,MR-Mel,Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_5626,"MRN-1,MRN1",Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VV14,MSR3-A1,Cutaneous,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VV15,MSR3-B37,Cutaneous,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VV16,MSR3-B52,Cutaneous,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VV18,"MSR3-mel,AUMA",Cutaneous,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VV72,"MUG-Mel1,MUG Mel1,MUGMel1,Medical University of Graz-Melanoma 1",Brain,Metastatic,Melanoma,61Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_VV73,"MUG-Mel1 clone C8,MUG-Mel1 C8,MUG-MEL1-C8,C8,Medical University of Graz-Melanoma 1 clone C8",Brain,Metastatic,Melanoma,61Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_VV74,"MUG-Mel1 clone D5,MUG-Mel1 D5,MUG-MEL1-D5,D5,Medical University of Graz-Melanoma 1 clone D5",Brain,Metastatic,Melanoma,61Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_U799,MW [Human melanoma],,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_7687,"MZ-MEL-11,MZ-Mel-11",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_A1LG,"MZ-MEL-12,MZ-Mel-12,MZ12-MEL",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_B286,"MZ-MEL-13,MZ-Mel-13,Mz-Mel-13,MZ MEL 13,MZ Mel 13,MZ13-MEL",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_7688,"MZ-MEL-18,MZ-Mel-18",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8061,"MZ-MEL-19,MZ-Mel-19,Mz-Mel-19,MZ Mel 19,Mz-19,MZ19",,,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_1435,"MZ-MEL-2,Mz-Mel-2,MZ Mel 2,MZ-2 Mel,MZ2-MEL,MZ2-Mel,MZ2-mel,MZ2MEL",Abdomen,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_7689,"MZ-MEL-3.1,MZ-Mel-3.1,MZ-Mel-3,MzMel3",,,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_B287,"MZ-MEL-4,Mz-Mel-4,MZ Mel 4",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_A468,"MZ-MEL-5,MZ-Mel-5,Mz-Mel-5,MZ MEL 5,MZ5-MEL",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_7690,"MZ-MEL-6,MZ-Mel-6",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_1436,"MZ-MEL-7,MZ-Mel-7,MZ7-MEL,MZ7-mel,MZ7MEL,MZ7",Spleen,Metastatic,Melanoma,25-26Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C619,"MZ-MEL-9,MZ-Mel-9,MZ9-MEL,MZ9MEL",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C5VC,"MZ2-MEL.2.2,MZ2-Mel 2.2,MZ2-MEL clone 2.2",Abdomen,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C5U4,"MZ2-MEL.3.0,MZ2-MEL clone 3.0",Abdomen,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C5U7,"MZ2-MEL.3.1,MZ2-Mel 3.1",Abdomen,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C5U6,MZ2-MEL.43,Abdomen,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D7DK,NA17-MEL,Skin,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D7CT,NA74-MEL,Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S599,"NA8-MEL,Na8-Mel,Na-8-MEL,Na-8 MEL,NA 8-MEL,Na8Mel,Na-8,NA8,Na8",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_GS47,NCC-KT,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0B85,ND238,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_U800,Newton,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6005,NIS-G,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_LI44,"NKI-1,NKI1,Nederlands Kanker Instituut-1",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_LI43,"NKI-10,NKI10,Nederlands Kanker Instituut-10",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_LI41,"NKI-2,NKI2,Nederlands Kanker Instituut-2",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_LI47,"NKI-3,NKI3,Nederlands Kanker Instituut-3",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_DG47,"NKI-4,NKI4,NK1-4,NK14,Nederlands Kanker Instituut-4",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_LI48,"NKI-6,NKI6,Nederlands Kanker Instituut-6",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_LI45,"NKI-7,NKI7,Nederlands Kanker Instituut-7",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_LI42,"NKI-8,NKI8,Nederlands Kanker Instituut-8",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W755,NM008,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W756,NM1007,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W757,NM112,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W758,"NM123,Nm123",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W759,NM16,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W760,NM176,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W761,"NM177,Nm177",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W762,NM179,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W763,NM182,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W764,NM39,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W765,NM47,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W766,"NM88,Nm88",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VQ04,"NOCI 16,NOCI16",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S590,"NW1539,NW-1539,NW-MEL-1539,NW-Mel-1539",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S591,"NW38,NW-38,NW-MEL-38",Lymph node,Metastatic,Melanoma,81Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_S592,"NW450,MW-450,NW-MEL-450,NW-Mel-450",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S589,"NW624,NW-624,NW-Mel-624",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S593,"NW726,NW-726,NW-Mel-726",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S594,"NW745,NW-745,NW-Mel-745",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_T592,NYU08-175,Skin,In situ,Melanoma,83Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_T594,NYU09-203,Lymph node,Metastatic,Melanoma,74Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_T595,NYU10-040,Lymph node,Metastatic,Melanoma,78Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_T596,NYU10-230,Lymph node,Metastatic,Melanoma,27Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D815,"NZM001,NZM01,NZM1",Obturator lymph node,Metastatic,Melanoma,47Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D823,"NZM002,NZM02,NZM2",Iliac lymph node,Metastatic,Melanoma,47Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D828,"NZM003,NZM03,NZM3",Cervical lymph node,Metastatic,Melanoma,69Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D831,"NZM004,NZM04,NZM4",Ascites,Metastatic,Melanoma,56Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D837,"NZM005,NZM05,NZM5",Axillary lymph node,Metastatic,Melanoma,79Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D842,"NZM006,NZM06,NZM6",Small intestine,Metastatic,Melanoma,72Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_D843,"NZM007,NZM07,NZM7",Cervical lymph node,Metastatic,Melanoma,36Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D844,"NZM007.2,NZM07.2,NZM7.2",Cervical lymph node,Metastatic,Melanoma,36Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D845,"NZM007.4,NZM07.4,NZM7.4",Cervical lymph node,Metastatic,Melanoma,36Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D846,"NZM008,NZM08,NMZ8",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D847,"NZM009,NZM09,NZM9",Axillary lymph node,Metastatic,Melanoma,80Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D816,"NZM010,NZM10",Lung,Metastatic,Melanoma,52Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D817,"NZM011,NZM11",Hypodermis,Metastatic,Melanoma,41Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D818,"NZM012,NZM12",Small intestine,Metastatic,Melanoma,19Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D819,"NZM013,NZM13","Neck, hypodermis",Metastatic,Melanoma,81Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_D820,"NZM014,NZM14","Thigh, skeletal muscle",Metastatic,Melanoma,72Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D821,"NZM015,NZM15","Neck, hypodermis",Metastatic,Melanoma,63Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S436,"NZM016,NZM16",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S437,"NZM017,NZM17,NZM 017",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S438,"NZM018,NZM18",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D822,"NZM019,NZM19",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D824,"NZM020,NZM20",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S435,"NZM021,NZM21",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D825,"NZM022,NZM22",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D826,"NZM023,NZM23",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D827,"NZM024,NZM24",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S430,"NZM025,NZM25",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S431,"NZM026,NZM26",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S432,"NZM027,NZM27",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S433,"NZM028,NZM28",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S434,"NZM029,NZM29",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D829,"NZM030,NZM30",Not specified,Metastatic,Melanoma,41Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_S439,"NZM031,NZM31",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D28,"NZM032,NZM32",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S440,"NZM033,NZM33",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D830,"NZM034,NZM34",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S427,"NZM035,NZM35",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S428,"NZM036,NZM36",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S449,"NZM037,NZM37",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S450,"NZM038,NZM38",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S429,"NZM039,NZM39",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D832,"NZM040,NZM40,NZM 040",,,Melanoma,47Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_S426,"NZM041,NZM41",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D833,"NZM042,NZM42",Not specified,Metastatic,Melanoma,71Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D834,"NZM043,NZM43",Lung,Metastatic,Melanoma,49Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S425,"NZM044,NZM44",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D835,"NZM045,NZM45",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D836,"NZM046,NZM46",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S424,"NZM047,NZM47",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S423,"NZM048,NZM48",,,Melanoma,71Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S422,"NZM049,NZM49",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S421,"NZM050,NZM50",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S420,"NZM051,NZM51",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D838,"NZM052,NZM52",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D839,"NZM053,NZM53",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D29,"NZM054,NZM54",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S419,"NZM055,NZM55",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S418,"NZM056,NZM56",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D840,"NZM057,NZM57",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D841,"NZM058,NZM58",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0B54,"NZM059,NZM59",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S416,"NZM060,NZM60",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S417,"NZM061,NZM61",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_0D26,"NZM062,NZM62",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S441,"NZM063,NZM63",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_0D27,"NZM064,NZM64",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D30,"NZM065,NZM65",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D31,"NZM066,NZM66",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_0D32,"NZM067,NZM67",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D33,"NZM068,NZM68",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D34,"NZM069,NZM69",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D35,"NZM070,NZM70",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0C85,"NZM071,NZM71",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D36,"NZM072,NZM72",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D37,"NZM073,NZM73",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D38,"NZM074,NZM74",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D39,"NZM075,NZM75",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_0B51,"NZM076,NZM76",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D40,"NZM077,NZM77",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D41,"NZM078,NZM78",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D42,"NZM079,NZM79",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_0D43,"NZM080,NZM80",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_0D44,"NZM081,NZM81",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0B55,"NZM082,NZM82",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D45,"NZM083,NZM83",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D46,"NZM084,NZM84",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0B56,"NZM085,NZM85",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_0B52,"NZM086,NZM86",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D47,"NZM087,NZM87",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_0D48,"NZM088,NZM88",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D49,"NZM089,NZM89",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_0D50,"NZM090,NZM90",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D51,"NZM091,NZM91",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_0D52,"NZM092,NZM92",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D53,"NZM093,NZM93",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D54,"NZM094,NZM94",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D55,"NZM095,NZM95",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D56,"NZM096,NZM96",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D57,"NZM097,NZM97",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D58,"NZM098,NZM98",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D59,"NZM099,NZM99",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0B53,NZM100,,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_0D60,NZM101,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D61,NZM102,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D62,NZM103,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D63,NZM104,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0D64,NZM105,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
